pair_index,refseq_A,refseq_B,strand_A,strand_B,gene_A_start,gene_A_end,gene_B_start,gene_B_end,intergenic_distance,label,region_start,region_end,n_genes_between
2266,NP_416815.1,NP_416816.1,-1,-1,2428720,2430238,2430274,2430763,2043,1,2430763,2428720,0
2269,NP_416818.1,NP_416819.1,-1,-1,2431673,2432942,2433011,2433926,2253,0,2433926,2431673,0
2273,NP_416822.1,NP_416823.1,-1,-1,2435635,2436649,2436714,2437851,2216,1,2437851,2435635,0
2274,NP_416823.1,NP_416824.1,-1,1,2436714,2437851,2437949,2438945,2231,0,2438945,2436714,0
2276,NP_416825.1,NP_416826.1,-1,-1,2438941,2440120,2440384,2441605,2664,0,2441605,2438941,0
2277,NP_416826.1,NP_416827.4,-1,1,2440384,2441605,2441763,2443770,3386,0,2443770,2440384,0
2283,NP_416832.1,NP_416833.4,-1,-1,2446387,2447473,2447507,2448440,2053,1,2448440,2446387,0
2290,NP_416839.1,NP_416841.1,-1,-1,2451583,2452336,2455082,2455646,4063,0,2455646,2451583,0
2292,NP_416842.1,NP_416843.1,-1,-1,2456326,2456812,2457014,2459159,2833,0,2459159,2456326,0
2293,NP_416843.1,NP_416844.1,-1,-1,2457014,2459159,2459158,2460469,3455,1,2460469,2457014,0
2316,NP_416865.1,NP_416866.1,-1,1,2476693,2477629,2477846,2479184,2491,0,2479184,2476693,0
2319,NP_416868.1,NP_416869.1,-1,-1,2480637,2482176,2482175,2483339,2702,1,2483339,2480637,0
2324,NP_416872.4,NP_416873.1,-1,-1,2488022,2489168,2489241,2490186,2164,1,2490186,2488022,0
2325,NP_416873.1,NP_416874.1,-1,-1,2489241,2490186,2490255,2491950,2709,1,2491950,2489241,0
2326,NP_416874.1,NP_416875.1,-1,-1,2490255,2491950,2492003,2493254,2999,1,2493254,2490255,0
2327,NP_416875.1,NP_416876.1,-1,-1,2492003,2493254,2493766,2494402,2399,1,2494402,2492003,0
2333,NP_416880.1,NP_416881.1,-1,1,2497056,2498295,2498670,2500368,3312,0,2500368,2497056,0
2337,NP_416884.1,NP_416885.1,-1,-1,2501989,2504485,2504509,2505547,3558,1,2505547,2501989,0
2338,NP_416885.1,NP_416886.1,-1,-1,2504509,2505547,2505546,2506632,2123,1,2506632,2504509,0
2339,NP_416886.1,NP_416887.1,-1,-1,2505546,2506632,2506646,2507894,2348,1,2507894,2505546,0
2342,NP_416889.1,NP_416890.1,-1,1,2508460,2509426,2509629,2510886,2426,0,2510886,2508460,0
2349,NP_416896.4,NP_416897.2,-1,1,2515642,2517832,2518466,2518811,3169,0,2518811,2515642,0
2352,NP_416899.1,NP_416900.1,-1,-1,2519256,2520672,2521592,2522477,3221,0,2522477,2519256,0
2353,NP_416900.1,NP_416901.1,-1,-1,2521592,2522477,2522728,2523985,2393,0,2523985,2521592,0
2354,NP_416901.1,NP_416902.1,-1,-1,2522728,2523985,2524044,2524878,2150,1,2524878,2522728,0
2357,NP_416904.1,NP_416905.1,-1,1,2525929,2526856,2526945,2527944,2015,0,2527944,2525929,0
2359,YP_588464.1,NP_416906.1,-1,-1,2527940,2528159,2528160,2530176,2236,1,2530176,2527940,0
2360,NP_416906.1,NP_416907.1,-1,-1,2528160,2530176,2530246,2531233,3073,0,2531233,2528160,0
2370,NP_416916.1,NP_416917.1,-1,-1,2538671,2539583,2539716,2540814,2143,1,2540814,2538671,0
2374,NP_416920.1,NP_416921.4,-1,-1,2542511,2543528,2543831,2544623,2112,0,2544623,2542511,0
2389,NP_416935.1,NP_416936.4,-1,-1,2556409,2557297,2557317,2558679,2270,1,2558679,2556409,0
2390,NP_416936.4,NP_416937.2,-1,1,2557317,2558679,2558857,2560066,2749,0,2560066,2557317,0
2400,NP_416946.1,NP_416947.1,-1,-1,2565480,2566884,2566880,2568107,2627,1,2568107,2565480,0
2401,NP_416947.1,NP_416948.4,-1,-1,2566880,2568107,2568323,2569511,2631,0,2569511,2566880,0
2402,NP_416948.4,NP_416949.1,-1,-1,2568323,2569511,2569500,2570337,2014,1,2570337,2568323,0
2403,NP_416949.1,NP_416950.1,-1,-1,2569500,2570337,2570347,2571751,2251,1,2571751,2569500,0
2411,NP_416957.4,NP_416958.1,-1,-1,2575469,2575805,2576097,2578377,2908,0,2578377,2575469,0
2412,NP_416958.1,NP_416959.1,-1,1,2576097,2578377,2578665,2579616,3519,0,2579616,2576097,0
2416,NP_416962.1,NP_416963.1,-1,-1,2582902,2583478,2583545,2585525,2623,0,2585525,2582902,0
2417,NP_416963.1,NP_416964.1,-1,1,2583545,2585525,2585730,2587431,3886,0,2587431,2583545,0
2424,NP_416968.2,NP_416969.1,-1,-1,2593071,2593770,2593843,2595859,2788,0,2595859,2593071,0
2425,NP_416969.1,NP_416970.1,-1,-1,2593843,2595859,2595873,2596737,2894,1,2596737,2593843,0
2444,NP_416988.1,NP_416989.1,-1,1,2614819,2615881,2616093,2617557,2738,0,2617557,2614819,0
2447,NP_416991.2,NP_416992.1,-1,-1,2618074,2618776,2618870,2620160,2086,0,2620160,2618074,0
2448,NP_416992.1,NP_416993.2,-1,-1,2618870,2620160,2620245,2620872,2002,1,2620872,2618870,0
2454,NP_416998.1,NP_416999.1,-1,1,2626694,2628938,2629289,2629481,2787,0,2629481,2626694,0
2458,NP_417002.1,NP_417003.1,-1,-1,2630957,2632535,2632603,2634070,3113,1,2634070,2630957,0
2459,NP_417003.1,NP_417004.1,-1,1,2632603,2634070,2634231,2635602,2999,0,2635602,2632603,0
2462,NP_417006.2,NP_417007.1,-1,-1,2635883,2637356,2637473,2638652,2769,1,2638652,2635883,0
2465,NP_417009.1,NP_417010.1,-1,-1,2639300,2640575,2640685,2641804,2504,0,2641804,2639300,0
2466,NP_417010.1,NP_417011.1,-1,-1,2640685,2641804,2641830,2642844,2159,0,2642844,2640685,0
2467,NP_417011.1,NP_417012.1,-1,-1,2641830,2642844,2643128,2644283,2453,0,2644283,2641830,0
2469,NP_417013.1,NP_417014.1,-1,-1,2644432,2644864,2645012,2647325,2893,0,2647325,2644432,0
2470,NP_417014.1,NP_417015.1,-1,-1,2645012,2647325,2647325,2652287,7275,1,2652287,2645012,0
2471,NP_417015.1,NP_417016.4,-1,1,2647325,2652287,2652493,2653339,6014,0,2653339,2647325,0
2474,NP_417017.4,NP_417018.4,-1,-1,2654156,2654933,2655074,2656358,2202,0,2656358,2654156,0
2477,NP_417020.1,NP_417021.1,-1,-1,2656747,2657083,2657084,2658935,2188,1,2658935,2656747,0
2478,NP_417021.1,NP_417022.1,-1,-1,2657084,2658935,2658951,2659467,2383,1,2659467,2657084,0
2488,NP_417031.1,NP_417032.1,-1,-1,2666706,2667846,2668005,2668896,2190,0,2668896,2666706,0
2490,YP_008592385.1,NP_417033.1,-1,1,2668005,2668071,2669031,2670393,2388,0,2670393,2668005,0
2498,NP_417040.2,NP_417041.1,-1,-1,2674699,2675761,2675826,2676825,2126,0,2676825,2674699,0
2499,NP_417041.1,NP_417042.1,-1,-1,2675826,2676825,2676849,2678361,2535,1,2678361,2675826,0
2500,NP_417042.1,NP_417043.1,-1,-1,2676849,2678361,2678383,2679367,2518,1,2679367,2676849,0
2501,NP_417043.1,NP_417044.4,-1,-1,2678383,2679367,2679463,2682745,4362,0,2682745,2678383,0
2502,NP_417044.4,NP_417045.4,-1,1,2679463,2682745,2682862,2684056,4593,0,2684056,2679463,0
2504,NP_417046.1,NP_417047.1,-1,1,2684253,2685507,2685834,2687025,2772,0,2687025,2684253,0
2507,NP_417049.1,NP_417050.1,-1,-1,2687468,2688803,2688792,2689506,2038,0,2689506,2687468,0
2508,NP_417050.1,NP_417051.2,-1,-1,2688792,2689506,2689670,2691098,2306,0,2691098,2688792,0
2509,NP_417051.2,YP_026170.1,-1,-1,2689670,2691098,2691655,2695543,5873,0,2695543,2689670,0
2510,YP_026170.1,NP_417053.2,-1,1,2691655,2695543,2695800,2697357,5702,0,2697357,2691655,0
2522,NP_417063.1,NP_417064.1,-1,-1,2704334,2705309,2705324,2707124,2790,1,2707124,2704334,0
2523,NP_417064.1,NP_417065.1,-1,-1,2705324,2707124,2707321,2707801,2477,0,2707801,2705324,0
2528,YP_009518806.1,NP_417069.1,-1,1,2710008,2710164,2710419,2712042,2034,0,2712042,2710008,0
2530,NP_417070.2,NP_417071.1,-1,1,2712026,2712764,2712895,2714230,2204,0,2714230,2712026,0
2544,YP_010051193.1,NP_417083.1,1,-1,2725924,2725987,2731599,2734173,5612,0,2725987,2731599,0
2545,NP_417083.1,YP_010051194.1,-1,-1,2731599,2734173,2731599,2733729,2130,0,2733729,2731599,0
2546,YP_010051194.1,NP_417084.1,-1,-1,2731599,2733729,2734302,2735034,3435,0,2735034,2731599,0
2553,NP_417091.1,NP_417092.1,-1,-1,2738947,2740069,2740079,2741150,2203,1,2741150,2738947,0
2563,NP_417101.1,NP_417102.4,-1,1,2746433,2747795,2747961,2748753,2320,0,2748753,2746433,0
2578,NP_417116.1,NP_417117.1,-1,-1,2761350,2763540,2763536,2765153,3803,1,2765153,2761350,0
2579,NP_417117.1,NP_417118.1,-1,-1,2763536,2765153,2765512,2765776,2240,0,2765776,2763536,0
2589,YP_009518807.1,NP_417129.1,-1,1,2771839,2772154,2773317,2775021,3182,0,2775021,2771839,0
2596,NP_417134.2,YP_009518808.1,-1,-1,2778145,2782726,2783637,2784429,6284,0,2784429,2778145,0
2598,YP_009518809.1,NP_417145.4,-1,1,2784528,2785011,2788984,2789962,5434,0,2789962,2784528,0
2625,NP_417172.1,NP_417173.1,-1,-1,2814217,2814733,2814882,2816439,2222,0,2816439,2814217,0
2626,NP_417173.1,NP_417174.1,-1,-1,2814882,2816439,2816511,2816940,2058,0,2816940,2814882,0
2628,NP_417175.1,NP_417176.1,-1,-1,2816936,2817503,2818960,2819146,2210,0,2819146,2816936,0
2629,NP_417176.1,NP_417177.1,-1,-1,2818960,2819146,2819380,2822011,3051,0,2822011,2818960,0
2630,NP_417177.1,NP_417178.1,-1,-1,2819380,2822011,2822138,2822639,3259,0,2822639,2819380,0
2642,NP_417189.2,NP_417190.1,-1,1,2830774,2832289,2832475,2833915,3141,0,2833915,2830774,0
2645,NP_417192.1,NP_417193.1,-1,-1,2835172,2837425,2837577,2838105,2933,1,2838105,2835172,0
2647,NP_417194.2,YP_026182.1,-1,1,2838253,2839264,2839523,2840981,2728,0,2840981,2838253,0
2653,NP_417200.1,NP_417201.1,-1,-1,2844209,2844752,2844761,2846471,2262,1,2846471,2844209,0
2654,NP_417201.1,NP_417202.1,-1,-1,2844761,2846471,2846488,2847412,2651,1,2847412,2844761,0
2655,NP_417202.1,NP_417203.1,-1,-1,2846488,2847412,2847414,2849241,2753,1,2849241,2846488,0
2656,NP_417203.1,NP_417204.1,-1,-1,2847414,2849241,2849237,2849849,2435,1,2849849,2847414,0
2665,NP_417212.1,NP_417213.1,-1,1,2856452,2856806,2857092,2859654,3202,0,2859654,2856452,0
2674,NP_417221.1,NP_417222.1,-1,-1,2866558,2867551,2867613,2868753,2195,1,2868753,2866558,0
2683,NP_417230.1,NP_417231.1,-1,-1,2873386,2873992,2873991,2875419,2033,1,2875419,2873386,0
2684,NP_417231.1,NP_417232.1,-1,-1,2873991,2875419,2875420,2876329,2338,1,2876329,2873991,0
2685,NP_417232.1,NP_417233.1,-1,1,2875420,2876329,2876580,2877618,2198,0,2877618,2875420,0
2693,NP_417240.1,NP_417241.1,-1,-1,2882629,2884138,2884552,2887219,4590,0,2887219,2882629,0
2694,NP_417241.1,NP_417242.1,-1,-1,2884552,2887219,2887577,2888312,3760,0,2888312,2884552,0
2695,NP_417242.1,NP_417243.1,-1,-1,2887577,2888312,2888386,2890099,2522,1,2890099,2887577,0
2696,NP_417243.1,NP_417244.1,-1,-1,2888386,2890099,2890098,2891898,3512,1,2891898,2888386,0
2697,NP_417244.1,NP_417245.1,-1,1,2890098,2891898,2892213,2892579,2481,0,2892579,2890098,0
2703,NP_417250.4,NP_417251.2,-1,-1,2895775,2896555,2896532,2897870,2095,0,2897870,2895775,0
2704,NP_417251.2,YP_026183.1,-1,-1,2896532,2897870,2897963,2899418,2886,0,2899418,2896532,0
2705,YP_026183.1,NP_417254.4,-1,-1,2897963,2899418,2899487,2900273,2310,0,2900273,2897963,0
2706,NP_417254.4,NP_417255.1,-1,1,2899487,2900273,2900591,2901869,2382,0,2901869,2899487,0
2712,NP_417259.1,NP_417260.1,-1,-1,2906642,2907941,2908028,2909666,3024,1,2909666,2906642,0
2713,NP_417260.1,NP_417261.1,-1,-1,2908028,2909666,2909893,2910685,2657,0,2910685,2908028,0
2716,NP_417263.1,NP_417264.1,-1,-1,2911090,2911339,2911416,2913651,2561,1,2913651,2911090,0
2717,NP_417264.1,NP_417265.1,-1,-1,2911416,2913651,2913698,2915000,3584,0,2915000,2911416,0
2718,NP_417265.1,NP_417266.1,-1,1,2913698,2915000,2915056,2917813,4115,0,2917813,2913698,0
2720,NP_417267.1,NP_417268.1,-1,-1,2918044,2919385,2919405,2920746,2702,1,2920746,2918044,0
2721,NP_417268.1,NP_417269.1,-1,-1,2919405,2920746,2920747,2922100,2695,1,2922100,2919405,0
2722,NP_417269.1,NP_417270.1,-1,-1,2920747,2922100,2922534,2922984,2237,0,2922984,2920747,0
2733,NP_417280.1,NP_417281.1,-1,1,2933040,2933688,2934234,2935551,2511,0,2935551,2933040,0
2745,NP_417292.1,NP_417293.1,-1,-1,2945035,2945842,2946080,2947178,2143,0,2947178,2945035,0
2746,NP_417293.1,NP_417294.4,-1,-1,2946080,2947178,2947756,2949010,2930,0,2949010,2946080,0
2747,NP_417294.4,NP_417295.1,-1,1,2947756,2949010,2949241,2950573,2817,0,2950573,2947756,0
2749,NP_417296.1,NP_417297.1,-1,-1,2950634,2952461,2952460,2956003,5369,1,2956003,2950634,0
2750,NP_417297.1,NP_417298.1,-1,-1,2952460,2956003,2955995,2958884,6424,1,2958884,2952460,0
2751,NP_417298.1,NP_417299.1,-1,-1,2955995,2958884,2959059,2962428,6433,0,2962428,2955995,0
2752,NP_417299.1,NP_417300.1,-1,-1,2959059,2962428,2962440,2962764,3705,1,2962764,2959059,0
2758,NP_417305.1,NP_417306.1,-1,-1,2965161,2966037,2966187,2968434,3273,0,2968434,2965161,0
2759,NP_417306.1,NP_417307.1,-1,-1,2966187,2968434,2968446,2968977,2790,1,2968977,2966187,0
2766,NP_417312.1,NP_417313.1,-1,-1,2972668,2973862,2973854,2976014,3346,1,2976014,2972668,0
2767,NP_417313.1,NP_417314.1,-1,1,2973854,2976014,2976598,2977630,3776,0,2977630,2973854,0
2769,NP_417315.1,NP_417316.1,-1,1,2977636,2978899,2979020,2979956,2320,0,2979956,2977636,0
2771,NP_417317.1,NP_417318.1,-1,-1,2979942,2980635,2980763,2982182,2240,1,2982182,2979942,0
2772,NP_417318.1,NP_417319.1,-1,-1,2980763,2982182,2982496,2983258,2495,0,2983258,2980763,0
2774,NP_417320.1,NP_417321.2,-1,-1,2983287,2984124,2984410,2985592,2305,0,2985592,2983287,0
2775,NP_417321.2,NP_417322.1,-1,1,2984410,2985592,2985846,2987076,2666,0,2987076,2984410,0
2784,NP_417330.1,NP_418693.1,1,1,2993637,2993856,4498594,4499500,1504738,0,2993856,4498594,1370
2785,NP_418693.1,YP_026163.2,1,-1,4498594,4499500,2069814,2070180,2429686,1,4499500,2069814,0
2786,YP_026163.2,YP_009518811.1,-1,-1,2069814,2070180,2998033,2998828,929014,0,2998828,2069814,0
2788,NP_417341.4,NP_417342.1,-1,1,2999135,2999891,3000344,3002603,3468,0,3002603,2999135,0
2792,NP_417345.1,YP_026185.1,-1,1,3004007,3005786,3006261,3007452,3445,0,3007452,3004007,0
2798,NP_417351.1,NP_417352.2,-1,-1,3012613,3014239,3014286,3015057,2444,0,3015057,3012613,0
2808,NP_417362.4,NP_417363.2,-1,-1,3028523,3029012,3029011,3030931,2408,1,3030931,3028523,0
2809,NP_417363.2,NP_417364.2,-1,1,3029011,3030931,3031366,3032815,3804,0,3032815,3029011,0
2814,NP_417366.1,NP_417367.1,-1,-1,3033656,3035174,3035183,3036282,2626,0,3036282,3033656,0
2815,NP_417367.1,NP_417368.1,-1,-1,3035183,3036282,3036372,3038106,2923,0,3038106,3035183,0
2816,NP_417368.1,NP_417369.1,-1,-1,3036372,3038106,3038111,3038822,2450,1,3038822,3036372,0
2826,NP_417378.1,NP_417379.1,-1,-1,3045157,3045901,3046167,3049041,3884,0,3049041,3045157,0
2827,NP_417379.1,NP_417380.1,-1,-1,3046167,3049041,3049159,3049549,3382,1,3049549,3046167,0
2831,NP_417382.1,NP_417383.1,-1,-1,3051114,3052317,3052339,3053518,2404,1,3053518,3051114,0
2832,NP_417383.1,NP_417384.1,-1,-1,3052339,3053518,3053514,3054840,2501,1,3054840,3052339,0
2838,NP_417388.1,NP_417389.1,-1,-1,3057177,3058410,3058665,3059325,2148,0,3059325,3057177,0
2848,NP_417399.1,NP_417400.1,-1,-1,3068946,3069807,3070164,3071244,2298,0,3071244,3068946,0
2849,NP_417400.1,NP_417401.1,-1,-1,3070164,3071244,3071458,3072622,2458,1,3072622,3070164,0
2850,NP_417401.1,NP_417402.1,-1,-1,3071458,3072622,3072671,3073691,2233,1,3073691,3071458,0
2851,NP_417402.1,NP_417403.1,-1,-1,3072671,3073691,3073975,3074689,2018,0,3074689,3072671,0
2854,NP_417405.1,YP_026187.1,-1,-1,3075216,3076182,3076178,3077456,2240,1,3077456,3075216,0
2855,YP_026187.1,NP_417408.1,-1,-1,3076178,3077456,3077470,3078859,2681,1,3078859,3076178,0
2857,NP_417409.1,YP_026188.1,-1,-1,3078886,3079330,3079643,3081635,2749,0,3081635,3078886,0
2858,YP_026188.1,NP_417411.2,-1,1,3079643,3081635,3081912,3082671,3028,0,3082671,3079643,0
2860,NP_417412.1,NP_417413.1,-1,-1,3082876,3083797,3083934,3085911,3035,1,3085911,3082876,0
2861,NP_417413.1,NP_417414.2,-1,-1,3083934,3085911,3085919,3086051,2117,0,3086051,3083934,0
2880,NP_417431.1,NP_417432.1,-1,-1,3098557,3099565,3099681,3100728,2171,0,3100728,3098557,0
2889,NP_417440.4,YP_010051196.1,-1,-1,3107019,3109155,3109316,3109400,2381,0,3109400,3107019,0
2897,NP_417446.4,YP_026189.1,-1,-1,3113542,3114352,3114549,3119112,5570,0,3119112,3113542,0
2898,YP_026189.1,NP_417449.1,-1,-1,3114549,3119112,3119596,3121279,6730,0,3121279,3114549,0
2899,NP_417449.1,NP_417450.1,-1,-1,3119596,3121279,3121633,3123805,4209,1,3123805,3119596,0
2900,NP_417450.1,NP_417451.1,-1,-1,3121633,3123805,3123826,3124231,2598,1,3124231,3121633,0
2902,YP_026190.1,YP_026191.1,-1,-1,3124235,3125459,3125469,3126522,2287,1,3126522,3124235,0
2903,YP_026191.1,NP_417453.1,-1,-1,3125469,3126522,3126521,3128021,2552,1,3128021,3125469,0
2904,NP_417453.1,NP_417454.1,-1,1,3126521,3128021,3128271,3129036,2515,0,3129036,3126521,0
2906,YP_009518815.1,YP_009518770.2,-1,1,3129042,3130215,1396111,1397092,1731950,0,1397092,3129042,1609
2907,YP_009518770.2,YP_026192.1,1,-1,1396111,1397092,3131340,3132408,1734248,0,1397092,3131340,1611
2912,NP_417461.1,NP_417462.1,-1,-1,3134871,3136371,3136662,3138522,3651,0,3138522,3134871,0
2913,NP_417462.1,NP_417463.4,-1,1,3136662,3138522,3138726,3139593,2931,0,3139593,3136662,0
2918,NP_417467.1,NP_417468.1,-1,-1,3140791,3141286,3141285,3142989,2198,1,3142989,3140791,0
2919,NP_417468.1,NP_417469.1,-1,-1,3141285,3142989,3142985,3144164,2879,1,3144164,3141285,0
2920,NP_417469.1,NP_417470.1,-1,-1,3142985,3144164,3144153,3145140,2155,1,3145140,3142985,0
2921,NP_417470.1,NP_417471.1,-1,-1,3144153,3145140,3145142,3146261,2108,1,3146261,3144153,0
2929,NP_417479.1,NP_417481.1,-1,1,3151249,3151984,3152235,3153423,2174,0,3153423,3151249,0
2932,NP_417483.2,NP_417484.1,-1,1,3154261,3155218,3155354,3156518,2257,0,3156518,3154261,0
2937,YP_026196.1,NP_417489.1,-1,-1,3158926,3161146,3161256,3162669,3743,0,3162669,3158926,0
2938,NP_417489.1,NP_417490.1,-1,-1,3161256,3162669,3162743,3163481,2225,0,3163481,3161256,0
2939,NP_417490.1,NP_417491.1,-1,-1,3162743,3163481,3163714,3165973,3230,0,3165973,3162743,0
2940,NP_417491.1,NP_417492.1,-1,-1,3163714,3165973,3166110,3167718,4004,0,3167718,3163714,0
2941,NP_417492.1,NP_417493.1,-1,-1,3166110,3167718,3167850,3168246,2136,0,3168246,3166110,0
2951,NP_417502.1,NP_417503.1,-1,-1,3173503,3175396,3175424,3176006,2503,1,3176006,3173503,0
2955,NP_417506.1,NP_417507.2,-1,1,3177280,3177910,3178114,3179596,2316,0,3179596,3177280,0
2964,YP_026163.2,NP_418693.1,-1,1,2069814,2070180,4498594,4499500,2429686,1,4499500,2069814,0
2965,NP_418693.1,NP_417519.4,1,1,4498594,4499500,3189880,3190630,1309620,1,4499500,3189880,0
2973,NP_417524.1,NP_417525.1,-1,-1,3195319,3196753,3196800,3199641,4322,0,3199641,3195319,0
2974,NP_417525.1,NP_417526.1,-1,-1,3196800,3199641,3199663,3200965,4165,1,3200965,3196800,0
2975,NP_417526.1,NP_417527.1,-1,1,3199663,3200965,3201206,3201827,2164,0,3201827,3199663,0
2981,NP_417532.1,NP_417533.1,-1,1,3205323,3206256,3206462,3207374,2051,0,3207374,3205323,0
2992,NP_417543.1,NP_417544.5,-1,1,3217555,3219076,3219493,3220873,3318,0,3220873,3217555,0
3010,NP_417561.1,NP_417562.1,-1,-1,3241192,3241744,3241826,3243314,2122,0,3243314,3241192,0
3011,NP_417562.1,NP_417563.1,-1,-1,3241826,3243314,3243328,3244741,2915,1,3244741,3241826,0
3012,NP_417563.1,NP_417564.2,-1,1,3243328,3244741,3245223,3246522,3194,0,3246522,3243328,0
3029,YP_026202.1,YP_026203.3,-1,-1,3255340,3256651,3256678,3258010,2670,1,3258010,3255340,0
3030,YP_026203.3,YP_026204.1,-1,-1,3256678,3258010,3258284,3259649,2971,0,3259649,3256678,0
3032,NP_417583.4,YP_026205.1,-1,-1,3259720,3260110,3260123,3262418,2698,1,3262418,3259720,0
3033,YP_026205.1,NP_417585.2,-1,-1,3260123,3262418,3262451,3263660,3537,1,3263660,3260123,0
3034,NP_417585.2,NP_417586.1,-1,-1,3262451,3263660,3263685,3265017,2566,1,3265017,3262451,0
3035,NP_417586.1,NP_417587.1,-1,-1,3263685,3265017,3265038,3266028,2343,1,3266028,3263685,0
3036,NP_417587.1,NP_417588.1,-1,-1,3265038,3266028,3266126,3267065,2027,1,3267065,3265038,0
3041,NP_417593.4,NP_417594.3,-1,-1,3270624,3271770,3271866,3272751,2127,1,3272751,3270624,0
3043,NP_417595.1,NP_417596.1,-1,-1,3272786,3273557,3273572,3274907,2121,1,3274907,3272786,0
3044,NP_417596.1,NP_417597.1,-1,1,3273572,3274907,3275281,3276853,3281,0,3276853,3273572,0
3048,NP_417600.1,NP_417601.1,-1,1,3277855,3278665,3278913,3280194,2339,0,3280194,3277855,0
3061,NP_417615.1,NP_417616.1,-1,1,3292474,3293335,3293399,3295436,2962,0,3295436,3292474,0
3076,NP_417630.1,NP_417631.2,-1,-1,3304572,3305817,3305970,3307860,3288,0,3307860,3304572,0
3079,NP_417632.1,NP_417633.4,-1,-1,3308039,3308924,3309032,3311168,3129,0,3311168,3308039,0
3080,NP_417633.4,NP_417634.1,-1,-1,3309032,3311168,3311414,3311684,2652,1,3311684,3309032,0
3083,NP_417636.1,NP_417637.1,-1,-1,3312776,3313178,3313341,3316014,3238,1,3316014,3312776,0
3084,NP_417637.1,YP_010283915.1,-1,-1,3313341,3316014,3313341,3315543,2202,0,3315543,3313341,0
3085,YP_010283915.1,YP_010283916.1,-1,-1,3313341,3315543,3313341,3315522,2181,0,3315522,3313341,0
3086,YP_010283916.1,NP_417638.1,-1,-1,3313341,3315522,3316038,3317526,4185,0,3317526,3313341,0
3088,NP_417639.6,NP_417640.1,-1,1,3317553,3318006,3318636,3319980,2427,0,3319980,3317553,0
3090,NP_417641.4,NP_417642.1,-1,-1,3319987,3321613,3322172,3322505,2518,0,3322505,3319987,0
3092,NP_417643.1,NP_417644.4,-1,-1,3322732,3324070,3324062,3324911,2179,1,3324911,3322732,0
3093,NP_417644.4,NP_417645.1,-1,-1,3324062,3324911,3325000,3326935,2873,0,3326935,3324062,0
3094,NP_417645.1,NP_417646.1,-1,-1,3325000,3326935,3327034,3327664,2664,1,3327664,3325000,0
3097,NP_417648.4,NP_417649.1,-1,1,3328238,3328715,3328962,3330396,2158,0,3330396,3328238,0
3099,NP_417650.1,NP_417651.1,-1,-1,3330581,3331754,3331769,3332735,2154,1,3332735,3330581,0
3125,NP_417676.2,YP_026207.1,-1,-1,3349805,3350459,3350688,3353025,3220,0,3353025,3349805,0
3126,YP_026207.1,NP_417678.1,-1,-1,3350688,3353025,3353120,3354050,3362,0,3354050,3350688,0
3127,NP_417678.1,NP_417679.2,-1,1,3353120,3354050,3354724,3359185,6065,0,3359185,3353120,0
3132,YP_009518770.2,NP_417686.1,1,1,1396111,1397092,3366925,3367642,1969833,0,1397092,3366925,1838
3137,NP_417690.1,NP_417691.4,-1,-1,3370346,3371036,3371083,3372574,2228,1,3372574,3370346,0
3138,NP_417691.4,NP_417692.1,-1,-1,3371083,3372574,3372682,3373576,2493,1,3373576,3371083,0
3140,NP_417693.3,NP_417694.1,-1,1,3373697,3374489,3374868,3376236,2539,0,3376236,3373697,0
3153,NP_417706.1,NP_417707.1,-1,-1,3385856,3386129,3386220,3388188,2332,0,3388188,3385856,0
3154,NP_417707.1,NP_417708.1,-1,-1,3386220,3388188,3388193,3389126,2906,1,3389126,3386220,0
3158,NP_417711.1,YP_026208.1,-1,-1,3390582,3392028,3392457,3396258,5676,0,3396258,3390582,0
3159,YP_026208.1,NP_417713.2,-1,-1,3392457,3396258,3396325,3397795,5338,0,3397795,3392457,0
3160,NP_417713.2,NP_417714.1,-1,-1,3396325,3397795,3397784,3398378,2053,0,3398378,3396325,0
3163,NP_417716.1,NP_417717.2,-1,-1,3398874,3399978,3400043,3401087,2213,1,3401087,3398874,0
3164,NP_417717.2,NP_417718.1,-1,-1,3400043,3401087,3401391,3403332,3289,0,3403332,3400043,0
3165,NP_417718.1,NP_417719.1,-1,1,3401391,3403332,3403483,3404458,3067,0,3404458,3401391,0
3176,NP_417730.1,NP_417731.1,-1,1,3412802,3413465,3413863,3415021,2219,0,3415021,3412802,0
3182,NP_417737.1,NP_417738.4,1,1,3422435,3423194,3429235,3429790,6041,0,3423194,3429235,0
3227,NP_417782.1,NP_417783.1,-1,1,3453928,3455398,3455577,3456393,2465,0,3456393,3453928,0
3241,NP_417796.1,NP_417797.1,-1,-1,3466796,3466991,3467159,3469853,3057,0,3469853,3466796,0
3242,NP_417797.1,NP_417798.1,-1,-1,3467159,3469853,3470144,3471329,4170,0,3471329,3467159,0
3243,NP_417798.1,NP_417799.1,-1,-1,3470144,3471329,3471399,3473514,3370,1,3473514,3470144,0
3244,NP_417799.1,NP_417800.1,-1,-1,3471399,3473514,3473541,3474081,2682,1,3474081,3471399,0
3254,YP_588468.1,NP_417809.1,-1,-1,3478591,3478792,3478801,3480607,2016,1,3480607,3478591,0
3255,NP_417809.1,NP_417810.1,-1,-1,3478801,3480607,3480606,3481161,2360,1,3481161,3478801,0
3256,NP_417810.1,NP_417811.1,-1,1,3480606,3481161,3481288,3483202,2596,0,3483202,3480606,0
3269,NP_417822.1,NP_417823.1,-1,1,3491724,3492297,3492567,3493749,2025,0,3493749,3491724,0
